	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV488	7.62306412197469	3.32575657448834	0.87750114346116	3.7900310435727	0.000150628458606859	0.00192812547149319	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium globosum
ASV489	3.81138433345999	-3.26454724867608	0.64762484773408	-5.04079987063209	4.63590078234255e-07	1.03360999133074e-05	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus macrocarpum
ASV49	311.801887387233	8.51422084514665	1.1685971039624	7.28584797641311	3.19653270117963e-13	2.3719271559222e-11	NA	NA	NA	NA	NA	NA	NA
ASV4900	3.65493956243593	2.19631204733253	0.64200566650759	3.42101660765725	0.00062387522388497	0.0068901940423947	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	NA
ASV4913	2.32620178367925	-2.02133082849727	0.495736927045793	-4.07742638932072	4.55369396124304e-05	0.000674513463454375	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Herpotrichia	NA
ASV493	12.7077183772974	3.86520697848157	0.906103886430542	4.26574373685557	1.9923736732243e-05	0.000321829339256538	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus ranarum
ASV494	12.3676539668033	4.04929461451111	0.905436871201455	4.47219982232219	7.74190323771194e-06	0.000136171475836645	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	NA
ASV500	8.71355242132418	3.52791887366523	0.855657494391166	4.12305028214062	3.73888041232635e-05	0.000572772357359285	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
ASV5003	1.89684101991656	-1.87694699168074	0.463313373151399	-4.0511392514185	5.09688615764548e-05	0.000747071369217852	NA	NA	NA	NA	NA	NA	NA
ASV506	2.56592656118005	-2.51596635268972	0.5544452598198	-4.53780839159385	5.68418704455971e-06	0.000102250773767477	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
ASV5067	27.5774249365072	-4.24893257227998	0.78040005991257	-5.44455695295052	5.19344858598114e-08	1.39342866298443e-06	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	NA	NA
ASV509	9.74445228263933	3.46483691657863	0.867685878111854	3.99319270254618	6.51895467028864e-05	0.000907874361560139	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA
ASV5147	3.05658360372017	-2.86534044116267	0.545721335301758	-5.25055601789561	1.51640779030724e-07	3.7703772754812e-06	NA	NA	NA	NA	NA	NA	NA
ASV519	9.58205347630783	-4.56462986442387	0.741246281533169	-6.15804757223543	7.36472353498414e-10	2.66985282959081e-08	Fungi	NA	NA	NA	NA	NA	NA
ASV52	666.427539286649	9.83854485135185	1.18566506891868	8.29791237783914	1.05956776618266e-16	1.35996954637877e-14	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
ASV521	9.261713705262	3.61993266410414	0.877971093658903	4.12306588479838	3.73862706246073e-05	0.000572772357359285	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala heteromorpha
ASV522	37.833976700641	5.68818870274267	0.911546710284627	6.24015054693857	4.37149958057267e-10	1.70165995968357e-08	NA	NA	NA	NA	NA	NA	NA
ASV5281	3.87258792138923	-3.29607653663008	0.537142923398148	-6.13631194427358	8.44592361146702e-10	2.99326053961619e-08	NA	NA	NA	NA	NA	NA	NA
ASV533	4.47741636704148	-3.42394615012151	0.610210179014796	-5.61109314113635	2.01052509139222e-08	6.005021169196e-07	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	NA
ASV5359	2.07500583844753	-1.4416596664349	0.422925605073816	-3.4087783977593	0.00065254464241431	0.00717345950654065	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	NA
ASV537	17.0287787426089	4.52140336500193	0.946430561953309	4.77732180971666	1.77645351070993e-06	3.47176037957262e-05	NA	NA	NA	NA	NA	NA	NA
ASV54	4.04030896726247	2.35940341887771	0.551438368914535	4.27863484276951	1.88043059551059e-05	0.000305827565002732	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium chrysogenum
ASV5437	46.1196283121575	5.97624381993709	0.989680440870559	6.03855908749714	1.55496488377081e-09	5.3126102395882e-08	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	NA	NA
ASV55	13.9614616030039	3.99726786506159	0.904204202610008	4.42075789243555	9.83553241002873e-06	0.000169850703328096	NA	NA	NA	NA	NA	NA	NA
ASV552	1.6296279473807	-1.50790279467311	0.429840839619293	-3.50804915607519	0.000451405633427477	0.00512852955298347	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Picoa	NA
ASV553	16.0453042772602	4.43423425018244	0.941254967450313	4.71098098126798	2.46527244287362e-06	4.7207979158092e-05	NA	NA	NA	NA	NA	NA	NA
ASV5542	1.63396418290923	-1.50997200258788	0.439766972429057	-3.43357299946274	0.000595681778196558	0.00659415562856749	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
ASV5562	2.20752829787297	-2.05911006013145	0.517873561413722	-3.97608646888707	7.00586604365376e-05	0.000964372691052513	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA
ASV5564	1.89289913709749	-1.87433037058531	0.460239030981735	-4.07251502895609	4.65081981703477e-05	0.000685923705313606	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraconiothyrium	NA
ASV56	30.3592486168164	-3.46305516754695	0.742129779996249	-4.66637407754268	3.06561371316997e-06	5.75438716357478e-05	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
ASV565	2.20446587916876	-2.2115933249492	0.583194881223439	-3.79220290875954	0.000149316830857575	0.00191650170200709	Fungi	NA	NA	NA	NA	NA	NA
ASV570	9.09872406515576	3.16259400238379	0.768350657759847	4.11608159691624	3.85367923592652e-05	0.000588460536701449	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	NA
ASV5721	1.6296279473807	-1.50756292822861	0.435633450509896	-3.46062251754096	0.00053892793523336	0.00602204415158406	NA	NA	NA	NA	NA	NA	NA
ASV5722	1.94263388273261	-1.93375104599966	0.502918486086393	-3.84505859199511	0.000120523636749847	0.0015899076414584	Fungi	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Phialocephala	NA
ASV5723	1.78439233512685	-1.73491989552935	0.480237209314171	-3.6126311370312	0.000303105730799999	0.00358964866725485	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	NA	NA
ASV582	80.3656260669265	-7.65934491478811	0.778717449324225	-9.83584600734827	7.89016318466329e-23	2.204140291998e-20	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Herpotrichia	NA
ASV587	2.21938700520694	-1.7652584244469	0.520174136662202	-3.39359129958676	0.000689825595725561	0.0075309925381625	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	NA
ASV592	11.5518806574574	3.94728432627161	0.937569957099118	4.21012245153917	2.55232314765064e-05	0.000401357040668638	NA	NA	NA	NA	NA	NA	NA
ASV60	144.723839686419	7.04757809305784	1.01905475297492	6.91579924678617	4.65232845605532e-12	2.74271698096938e-10	NA	NA	NA	NA	NA	NA	NA
ASV603	3.25829717270163	-2.84349393597859	0.605423809915904	-4.69669988098678	2.64398493557272e-06	5.04268452170074e-05	NA	NA	NA	NA	NA	NA	NA
ASV6098	2.12080398617521	-2.12361037146405	0.518802758718182	-4.09329043799015	4.25294454631318e-05	0.00064161479987701	NA	NA	NA	NA	NA	NA	NA
ASV6099	2.00303081695899	-2.00070644141904	0.494756082188626	-4.04382384258649	5.25864359240147e-05	0.000768409182163525	NA	NA	NA	NA	NA	NA	NA
ASV613	37.1049156865651	-6.8242299360778	0.712745052758581	-9.57457355847728	1.02278510288611e-21	2.42860322680306e-19	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
ASV617	2.13734650386731	-2.30993741893715	0.534749660037895	-4.31966131362002	1.56268844932075e-05	0.000257680814091119	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus ranarum
ASV62	263.078358021865	7.26008013582419	1.11389516533669	6.5177409524259	7.13741135507928e-11	3.30688222245083e-09	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	NA	NA
ASV625	36.6519327604028	-6.60606714773992	0.748933363628655	-8.82063407581802	1.13813379298525e-18	2.07884514726421e-16	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
ASV6278	1.68698182349484	-1.59099520137298	0.469538614528387	-3.38842248996071	0.000702958937219542	0.0076567706258156	NA	NA	NA	NA	NA	NA	NA
ASV63	100.448885572197	7.10446475322777	1.13119209594101	6.2805113107847	3.37461327845131e-10	1.33550320494711e-08	NA	NA	NA	NA	NA	NA	NA
ASV631	15.7739620983438	4.40925229538023	0.84943802206682	5.19078753344688	2.0940647102111e-07	5.02258247918814e-06	NA	NA	NA	NA	NA	NA	NA
ASV633	13.2184342068807	-5.28215815159326	0.725791716364647	-7.27778787287707	3.39338347246429e-13	2.47925817088198e-11	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
ASV6365	10.3724938256944	3.78922542999961	0.81665919976567	4.63991029683726	3.48560445336645e-06	6.42257156801886e-05	NA	NA	NA	NA	NA	NA	NA
ASV640	49.56650540995	-7.04570987412278	0.748225948276344	-9.41655377009269	4.66136325798673e-21	9.6247017879039e-19	NA	NA	NA	NA	NA	NA	NA
ASV65	26.7848957251727	4.96301344235889	0.97044584444821	5.11415806533834	3.1514338794513e-07	7.33635269289913e-06	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
ASV652	14.9169756551512	4.32653984964539	0.957245480348019	4.51978091144648	6.19036593603442e-06	0.000110936029548028	Fungi	NA	NA	NA	NA	NA	NA
ASV659	5.67512097528802	2.88080611351524	0.819609429484178	3.51485233073548	0.000439998578929499	0.0050350680755089	Fungi	NA	NA	NA	NA	NA	NA
ASV66	92.6678088232045	6.57186297682084	1.03942440931232	6.32259827452844	2.57201342060029e-10	1.0351264181721e-08	NA	NA	NA	NA	NA	NA	NA
ASV663	13.3122418952442	3.72608083306051	0.798722736811187	4.66504916078447	3.08543265029877e-06	5.76878726624758e-05	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	NA
ASV6636	2.2746488428061	-2.3545916252363	0.585959058895039	-4.0183551896551	5.86058088581028e-05	0.000828330316271221	NA	NA	NA	NA	NA	NA	NA
ASV666	44.4346983023507	5.92212356514377	1.03237567873525	5.73640360493465	9.67080492037551e-09	3.02149030045153e-07	Fungi	NA	NA	NA	NA	NA	NA
ASV669	3.79746299741622	-3.26042880834351	0.647085161590588	-5.03863942781366	4.68852809206272e-07	1.04045887426196e-05	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	NA	NA
ASV67	66.3358699434317	6.08925194659102	0.91132508375614	6.68175611000787	2.36095720306489e-11	1.23210832498408e-09	NA	NA	NA	NA	NA	NA	NA
ASV675	12.8575242066945	-5.23963188396681	0.718935725562678	-7.28803938608837	3.1449804335552e-13	2.37071620300851e-11	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
ASV6766	1.84270297343747	-1.80866488049616	0.48780731090599	-3.70774451317053	0.00020911347038602	0.00256609785752767	NA	NA	NA	NA	NA	NA	NA
ASV681	10.2341272709304	3.76725108343715	0.906694810523423	4.15492736884902	3.2539088815442e-05	0.000506649615686996	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	NA
ASV683	13.4516452519564	4.17332613983384	0.888846233474404	4.69521721830418	2.66323563443819e-06	5.05908241117879e-05	NA	NA	NA	NA	NA	NA	NA
ASV685	2.16965717620629	-1.86034189572922	0.497820782276274	-3.73697113893649	0.000186250292382877	0.00232763852243759	NA	NA	NA	NA	NA	NA	NA
ASV688	26.3311546994074	5.16011763985165	0.934546062871103	5.52152306329212	3.36073690437408e-08	9.44386956146302e-07	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria tellustris
ASV6890	5.09681254420314	2.71444729210179	0.763721783710852	3.55423578323581	0.000379079195099977	0.00439084657934095	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA
ASV691	2.47942457488124	-1.95427391894062	0.542745887149311	-3.60071621952797	0.0003173417971915	0.00373959353563879	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
ASV692	58.3211124360066	-6.94428421384001	0.709287441072176	-9.79050778531038	1.23673215262722e-22	3.26291166268147e-20	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
ASV696	16.2100893219666	4.44841853566369	0.914119242897813	4.86634382792548	1.13681676575541e-06	2.32704431921226e-05	NA	NA	NA	NA	NA	NA	NA
ASV7	7.93462842151443	-2.72085206188438	0.658845294489485	-4.1297283059336	3.63192182828319e-05	0.000563660024918852	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	NA
ASV7033	1.63151139488284	-1.50807705557975	0.448554388602448	-3.36208293553528	0.000773568857796222	0.00836828816782292	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	Bovista plumbea
ASV7076	1.84362911442184	-1.81085054997043	0.446384123078177	-4.05670913535894	4.97689985427685e-05	0.000731742953806834	NA	NA	NA	NA	NA	NA	NA
ASV7083	7.07829870454394	-4.30770374375593	0.603214413423862	-7.14124803368886	9.24872868112575e-13	6.18622711361495e-11	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
ASV7086	2.92911483634104	-2.78125960035927	0.526403761718432	-5.28351011641694	1.26731862117193e-07	3.18438948780185e-06	Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	Phaeomoniellaceae	Phaeomoniella	Phaeomoniella chlamydospora
ASV713	14.344536226029	-3.97048318794059	0.73538829460987	-5.39916560685395	6.69515502667057e-08	1.77627325260662e-06	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
ASV717	105.916574742702	4.91003262612096	0.843885924113134	5.81836061702423	5.94275841307687e-09	1.95987220164598e-07	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria tellustris
ASV72	10.683340425255	3.60534311648552	0.905075589288026	3.98347183280199	6.79157245537859e-05	0.000937592371819561	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia membranifaciens
ASV721	2.7366846522666	-2.43281231964478	0.572240793163052	-4.25137870055968	2.1245856911052e-05	0.000340866805643871	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	NA
ASV726	11.2972420537812	-5.04126079852786	0.742968204525389	-6.78529816999133	1.15847000350013e-11	6.62840246580978e-10	NA	NA	NA	NA	NA	NA	NA
ASV728	5.77303608641993	-3.25891815566288	0.628838838257547	-5.18243778436623	2.19004430252222e-07	5.17711159884384e-06	NA	NA	NA	NA	NA	NA	NA
ASV729	3.47313603500831	-3.09719913238767	0.590523477204472	-5.24483657626918	1.56420911916079e-07	3.86897349317426e-06	Fungi	Rozellomycota	NA	NA	NA	NA	NA
ASV7338	2.5305026423115	-2.49783980837163	0.511353562047814	-4.88476074825518	1.03554519159885e-06	2.13165775705283e-05	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	NA
ASV7356	550.552573043684	4.33161606032719	0.838153476052542	5.16804640687984	2.36553581030489e-07	5.53395544982165e-06	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula mucilaginosa
ASV738	18.2945985755566	4.62661016569934	0.919593909379201	5.03114485482257	4.87559587104815e-07	1.07693975774919e-05	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	NA
ASV740	8.79121884925657	3.54147907983279	0.90043961995695	3.93305558900453	8.38728314670739e-05	0.00114457493286533	NA	NA	NA	NA	NA	NA	NA
ASV742	7.92017276419533	2.59906668300705	0.684701700868039	3.79591094882933	0.000147102298923538	0.00190351176454464	NA	NA	NA	NA	NA	NA	NA
ASV7473	1.95739994537267	-1.77781825748792	0.488746993593556	-3.63750218577582	0.000275294856828285	0.00330145271484224	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Herpotrichia	NA
ASV748	4.8469658903378	-2.67171071627919	0.60475251273232	-4.4178579832735	9.96838813788662e-06	0.000171521287198636	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus ranarum
ASV75	73.6990118122841	-7.72371403190313	0.748039337556832	-10.3252778886329	5.41617433253428e-25	1.71476079368035e-22	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
ASV756	21.9019595138497	4.14757028965246	0.911090716945614	4.55231319177192	5.30592682833528e-06	9.65434732098247e-05	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Claviceps	Claviceps purpurea
ASV760	1.84093904495609	-1.79398494430337	0.500752544440699	-3.58257779060736	0.000340220255338423	0.00397957141035018	NA	NA	NA	NA	NA	NA	NA
ASV7618	1.74446636472126	-1.67180572804398	0.460827002211393	-3.62783803905025	0.00028580444645722	0.0034102646136315	NA	NA	NA	NA	NA	NA	NA
ASV7677	2.27871845801789	-2.12321955302467	0.499265062566375	-4.25269002824005	2.11217848627592e-05	0.000340024936655062	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV770	5.16362003637374	2.73287831968684	0.79465032834281	3.43909543885305	0.000583661429852309	0.0064913539352895	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA
ASV778	12.1016996025839	-5.03549629853617	0.625527077757679	-8.05000531165952	8.27904431624279e-16	9.58955645313097e-14	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
ASV7789	492.074952895372	9.4007094340787	1.14161869235734	8.23454407063629	1.80242752626865e-16	2.13993208056246e-14	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
ASV78	230.359661730424	5.31255378989787	0.902399867567016	5.88713937228425	3.92937341504497e-09	1.32344640766302e-07	NA	NA	NA	NA	NA	NA	NA
ASV784	30.143725860075	5.13570934352731	0.873117508197858	5.88203683388227	4.0524812324076e-09	1.35529812483829e-07	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria tellustris
ASV785	4.47309321895047	-3.09258996701543	0.63195656772706	-4.89367485828727	9.89702990316294e-07	2.0560286662541e-05	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Circinotrichum	NA
ASV7909	2.53606465725053	-2.07653776168456	0.460852605813688	-4.50586095313098	6.61043654954073e-06	0.000117576641100258	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	NA
ASV7923	1.91964707732186	-1.89380829668169	0.499922331663019	-3.78820504053467	0.000151739599656188	0.00193712730851407	NA	NA	NA	NA	NA	NA	NA
ASV795	4.91787345846015	-3.70642702628597	0.649817933845061	-5.70379306762824	1.17170311114209e-08	3.58994714504116e-07	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	NA	NA
ASV799	43.123578642263	-6.83987579170709	0.735215254356011	-9.30322888593799	1.36244006224862e-20	2.69592827317446e-18	NA	NA	NA	NA	NA	NA	NA
ASV804	16.8898939959248	4.50969139347824	0.897714019198927	5.02352786859945	5.07308594297877e-07	1.1102343383966e-05	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Iodophanus	NA
ASV81	17.9581370287992	-2.916084806321	0.856388609379492	-3.40509527378451	0.000661409739744142	0.0072541220647689	NA	NA	NA	NA	NA	NA	NA
ASV812	3.36351192788669	-3.03872991029736	0.631859860420483	-4.80918333422094	1.51548166183845e-06	3.01130644856519e-05	NA	NA	NA	NA	NA	NA	NA
ASV814	3.9500392559723	-3.20381195946142	0.617181896922306	-5.19103359226483	2.09129887279055e-07	5.02258247918814e-06	NA	NA	NA	NA	NA	NA	NA
ASV82	86.3225154180907	6.88509041071168	1.12975679315724	6.09431202575065	1.09909095964288e-09	3.78230649807538e-08	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Clitocybe	NA
ASV823	7.4405691379083	3.06196771579191	0.830042299168187	3.68892973148527	0.000225199400684058	0.00273944814922036	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria citrimacularis
ASV826	24.4982496443499	5.05445985621328	0.975149882098139	5.18326459245226	2.18035377229862e-07	5.17711159884384e-06	NA	NA	NA	NA	NA	NA	NA
ASV83	567.553024726118	6.9201051923712	1.13150772199582	6.11582674854846	9.60576418592561e-10	3.35424809698241e-08	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	NA	NA
ASV832	6.20853126541509	3.01531033266039	0.826989109253596	3.64613064298014	0.000266218668777926	0.00320881334524459	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	NA
ASV839	22.7620661326859	4.9470894850107	0.905845756386396	5.46129343779856	4.72678006759897e-08	1.29008497362227e-06	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	NA
ASV8399	680.336012490874	9.86828428978992	1.17142578682999	8.42416515048264	3.6333149582612e-17	5.22867052629771e-15	NA	NA	NA	NA	NA	NA	NA
ASV84	114.465752955145	7.06555668552716	1.10622388716939	6.3870946627328	1.69066989756581e-10	7.04297486275443e-09	NA	NA	NA	NA	NA	NA	NA
ASV85	350.381308268298	8.91035434256009	1.13657036040067	7.83968564816255	4.51675721420276e-15	4.46876666880185e-13	NA	NA	NA	NA	NA	NA	NA
ASV851	7.21783828566658	-4.3386705950654	0.626613056450138	-6.92400286014571	4.39057039466426e-12	2.67318189798212e-10	NA	NA	NA	NA	NA	NA	NA
ASV854	22.3913177704312	4.50717743444688	0.884166938104817	5.09765434580473	3.43888001529839e-07	7.89855938525267e-06	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	NA
ASV87	167.856578747795	7.84721807776988	1.06295093353044	7.38248382896323	1.55363408339624e-13	1.27210487276703e-11	NA	NA	NA	NA	NA	NA	NA
ASV8711	2.07457117921714	-2.07259803598476	0.48846328549909	-4.2430989134978	2.20454207557135e-05	0.000352504051073681	NA	NA	NA	NA	NA	NA	NA
ASV873	8.35035170980231	-4.56974583583301	0.707311188844714	-6.46072889543426	1.04199849863919e-10	4.62472043928738e-09	NA	NA	NA	NA	NA	NA	NA
ASV876	8.00925530625844	-4.50501864467952	0.710964306820268	-6.33649059659249	2.35057520398075e-10	9.5409244817988e-09	NA	NA	NA	NA	NA	NA	NA
ASV88	29.5161312240933	5.32633181532535	0.992496449679681	5.36660037126014	8.02345590146392e-08	2.09359297121166e-06	NA	NA	NA	NA	NA	NA	NA
ASV880	4.94499942590584	-3.71632553665973	0.679815554343778	-5.46666741134966	4.58575316633576e-08	1.25882900502477e-06	NA	NA	NA	NA	NA	NA	NA
ASV881	8.01710509354742	3.4021106582955	0.844008983288167	4.03089389527733	5.55651250225939e-05	0.00079629431810324	NA	NA	NA	NA	NA	NA	NA
ASV89	81.9910249611338	3.98499582328132	0.941153167223457	4.23416289936914	2.29404615663874e-05	0.000364362046751751	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	NA
ASV9	325.745666416078	-2.7288698765355	0.715310890518095	-3.81494244350033	0.000136214678323686	0.00177715249274502	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Neocosmospora	Neocosmospora falciformis
ASV90	1.95677344281442	-1.77798817695654	0.41119342034171	-4.3239703968974	1.53245869049393e-05	0.000255532479450838	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	NA
ASV902	7.98722319947132	-4.49923322294216	0.700302292994361	-6.42470154382086	1.32128495469682e-10	5.70434749986837e-09	NA	NA	NA	NA	NA	NA	NA
ASV907	10.3821413959548	3.56245192679753	0.760740591649792	4.68287346028396	2.82881156032517e-06	5.33096273808898e-05	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	NA	NA
ASV9090	1.67889797005635	-1.58476150119238	0.472262491354258	-3.35567937366342	0.000791702965463702	0.00850632892078534	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraconiothyrium	NA
ASV91	3.50985096859866	-2.101453983486	0.520328659059332	-4.03870505092893	5.37470971989469e-05	0.000773469589690299	Fungi	Ascomycota	Dothideomycetes	Gloniales	Gloniaceae	Cenococcum	NA
ASV916	6.64488852739183	-4.20582916173168	0.630906719674286	-6.66632487906135	2.62288315257414e-11	1.35392087951898e-09	NA	NA	NA	NA	NA	NA	NA
ASV9195	56.0754652544458	6.25991640321086	1.04006731749025	6.01876080321075	1.75757359252831e-09	5.96194070779781e-08	NA	NA	NA	NA	NA	NA	NA
ASV929	8.21568262167112	3.20486770463844	0.818992566381516	3.91318289834818	9.10874900785344e-05	0.00123592711537988	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA
ASV9292	36.5992115539733	5.63988070562292	1.00099630592613	5.63426725177056	1.75804212968521e-08	5.28414055308547e-07	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV93	48.6602002580738	5.46367524677179	0.982021834450216	5.56370037314967	2.64113278147897e-08	7.64801193856318e-07	NA	NA	NA	NA	NA	NA	NA
ASV9325	2.57954030350741	-2.39087857222601	0.526736594853357	-4.53904018742353	5.65108662171044e-06	0.000102041864511418	NA	NA	NA	NA	NA	NA	NA
ASV94	15.0071613200777	4.1044608312693	0.913446721224162	4.49337737593351	7.01023950674048e-06	0.000124222490363845	NA	NA	NA	NA	NA	NA	NA
ASV941	3.84964475950322	-1.94105695849757	0.582863587676868	-3.33020795866505	0.000867811441261081	0.00928206426700197	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Niessliaceae	Niesslia	Niesslia tenuis
ASV942	1.62976394210982	-1.50797730255263	0.429468324156118	-3.5112654827704	0.00044597876915433	0.00507902439979356	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Neodevriesiaceae	Neodevriesia	Neodevriesia lagerstroemiae
ASV946	18.1108057547261	3.59104808521103	0.919282094514524	3.90636139509219	9.36963475422996e-05	0.00126770357401248	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	NA
